node_id,disciplina_estrategica,disciplina,materia,conteudo,subunidade,descricao_curta,tamanho_pedagogico,expected_contacts_min,expected_contacts_target,cadencia_base,frequencia_base,peso_recorrencia,peso_estrategico,tipo_no,free_mode,ativo,observacoes
INT_010,Linguagens,Interpretacao de Texto,Lingua e patrimonio,Cultura linguistica,Lingua e patrimonio,Relacionar lingua identidade e patrimonio cultural brasileiro,medio,3,5,3d,media,1.0,1.1,content,true,true,Conecta linguagem e cultura.
INT_011,Linguagens,Interpretacao de Texto,Historia da arte,Arte ate o seculo XIX,Pre-historia ao seculo XIX,Interpretar movimentos artisticos e linguagens visuais ate o seculo XIX,medio,3,5,4d,media,0.9,1.0,content,true,true,Entrada da leitura artistica historica.
INT_012,Linguagens,Interpretacao de Texto,Historia da arte,Arte moderna e contemporanea,Arte nos seculos XX e XXI,Relacionar producoes artisticas modernas e contemporaneas a seus contextos,medio,3,5,4d,media,0.9,1.0,content,true,true,Atualiza a leitura artistica para a contemporaneidade.
INT_013,Linguagens,Interpretacao de Texto,Historia da arte,Musica brasileira,Musica brasileira,Interpretar musica como linguagem e manifestacao cultural,medio,3,5,4d,media,0.9,1.0,content,true,true,Fecha a trilha cultural de interpretacao.
GRA_001,Linguagens,Gramatica,Ortografia,Norma ortografica,Acentuacao e hifen,Aplicar regras basicas de acentuacao e hifenizacao,medio,3,5,2d,alta,1.1,1.1,content,true,true,Entrada da ortografia.
GRA_002,Linguagens,Gramatica,Ortografia,Norma ortografica,Questoes ortograficas,Interpretar grafia correta e regularidades ortograficas recorrentes,medio,3,5,2d,alta,1.1,1.1,content,true,true,Complementa a ortografia.
GRA_003,Linguagens,Gramatica,Classes do nome,Classes nominais,Substantivo artigo e numeral,Reconhecer classes nominais basicas e suas funcoes no enunciado,medio,3,5,2d,alta,1.1,1.2,content,true,true,Entrada da morfologia nominal.
GRA_004,Linguagens,Gramatica,Classes do nome,Pronomes,Pronome,Interpretar uso e valor referencial dos pronomes,medio,3,5,2d,alta,1.1,1.2,content,true,true,Complementa as classes nominais.
GRA_005,Linguagens,Gramatica,Classes do verbo,Verbo,Flexoes tempos e modos verbais,Relacionar flexao verbal e valores semanticos basicos dos verbos,medio,3,5,2d,alta,1.1,1.2,content,true,true,Entrada da morfologia verbal.
GRA_006,Linguagens,Gramatica,Classes relacionais,Classes relacionais,Classes relacionais,Interpretar preposicoes conjuncoes e articuladores gramaticais,medio,3,5,2d,alta,1.1,1.2,content,true,true,Conecta morfologia e sintaxe.
GRA_007,Linguagens,Gramatica,Colocacao pronominal,Pronomes obliquos,Colocacao pronominal,Aplicar colocacao pronominal em contextos recorrentes,medio,3,5,3d,media,1.0,1.1,content,true,true,Primeiro recorte sintatico aplicado.
GRA_008,Linguagens,Gramatica,Regencia e crase,Regencia,Regencia verbal e nominal,Relacionar regencia verbal e nominal aos casos mais cobrados,medio,3,5,3d,alta,1.1,1.2,content,true,true,No central de sintaxe normativa.
GRA_009,Linguagens,Gramatica,Concordancia,Concordancia,Concordancia,Aplicar concordancia verbal e nominal nos casos mais cobrados,medio,3,5,3d,alta,1.1,1.2,content,true,true,Complementa a sintaxe normativa.
GRA_010,Linguagens,Gramatica,Sintaxe do periodo simples,Termos essenciais,Termos essenciais,Reconhecer sujeito predicado e nucleos da oracao,medio,3,5,3d,alta,1.1,1.2,content,true,true,Entrada da sintaxe oracional.
GRA_011,Linguagens,Gramatica,Sintaxe do periodo simples,Termos integrantes,Termos integrantes,Interpretar objetos complementos nominais e agentes da passiva,medio,3,5,3d,alta,1.1,1.2,content,true,true,Complementa a sintaxe do periodo simples.
GRA_012,Linguagens,Gramatica,Sintaxe do periodo simples,Termos acessorios,Termos acessorios,Reconhecer adjuntos aposto e vocativo na estrutura da oracao,medio,3,5,3d,media,1.0,1.1,content,true,true,Fecha a camada do periodo simples.
GRA_013,Linguagens,Gramatica,Sintaxe do periodo composto,Articulacao oracional,Periodo composto,Interpretar relacoes entre oracoes e estrutura do periodo composto,medio,3,5,4d,alta,1.1,1.2,content,true,true,Entrada da sintaxe composta.
GRA_014,Linguagens,Gramatica,Pontuacao,Pontuacao,Pontuacao,Interpretar efeitos sintaticos e semanticos da pontuacao,medio,3,5,4d,alta,1.1,1.2,content,true,true,Ponte entre sintaxe e leitura.
GRA_015,Linguagens,Gramatica,Coesao e paralelismo,Organizacao textual,Coesao e paralelismo,Relacionar conectores paralelismo e organizacao textual,medio,3,5,4d,alta,1.1,1.2,content,true,true,Fecha a trilha gramatical aplicada ao texto.
LIT_001,Linguagens,Literatura,Introducao a literatura,Leitura literaria,Introducao a literatura,Reconhecer funcao da literatura e leitura do texto literario,medio,3,5,2d,media,0.9,1.0,content,true,true,Entrada da disciplina.
LIT_002,Linguagens,Literatura,Narrativa,Elementos narrativos,Elementos da narrativa,Interpretar narrador foco tempo espaco e personagens,medio,3,5,2d,media,1.0,1.1,content,true,true,Base tecnica da narrativa.
LIT_003,Linguagens,Literatura,Narrativa,Generos narrativos,Generos narrativos,Relacionar conto cronica romance e outras formas narrativas,medio,3,5,2d,media,1.0,1.1,content,true,true,Complementa os elementos narrativos.
LIT_004,Linguagens,Literatura,Escolas literarias,Conceitos iniciais,Conceito de escola literaria,Reconhecer periodizacao e logica das escolas literarias,medio,3,5,2d,media,1.0,1.1,content,true,true,Entrada historica da literatura.
LIT_005,Linguagens,Literatura,Formacao da literatura brasileira,Quinhentismo,Quinhentismo,Interpretar textos iniciais e contexto colonial da literatura brasileira,medio,3,5,3d,media,1.0,1.1,content,true,true,Primeiro recorte historico-literario.
LIT_006,Linguagens,Literatura,Barroco e Arcadismo,Barroco,Barroco,Relacionar contraste linguagem cultista e contexto barroco,medio,3,5,3d,media,1.0,1.1,content,true,true,Entrada do periodo colonial tardio.
LIT_007,Linguagens,Literatura,Barroco e Arcadismo,Arcadismo,Arcadismo,Relacionar neoclassicismo pastoralismo e transicao para a modernidade literaria,medio,3,5,3d,media,1.0,1.1,content,true,true,Fecha o ciclo colonial.
LIT_008,Linguagens,Literatura,Romantismo,Romantismo,Romantismo,Interpretar nacionalismo subjetividade e formacao do romantismo brasileiro,medio,3,5,3d,alta,1.1,1.2,content,true,true,Entrada do seculo XIX literario.
LIT_009,Linguagens,Literatura,Realismo e Simbolismo,Realismo,Realismo,Relacionar objetividade critica social e ruptura com o romantismo,medio,3,5,3d,alta,1.1,1.2,content,true,true,Primeiro recorte da segunda metade do seculo XIX.
LIT_010,Linguagens,Literatura,Realismo e Simbolismo,Simbolismo,Simbolismo,Interpretar subjetividade musicalidade e sugestao simbolista,medio,3,5,3d,media,1.0,1.1,content,true,true,Complementa a virada do seculo.
LIT_011,Linguagens,Literatura,Pre-modernismo e vanguardas,Pre-modernismo,Pre-modernismo,Relacionar transicao historica e critica social no pre-modernismo,medio,3,5,3d,alta,1.0,1.1,content,true,true,Ponte para a literatura moderna.
LIT_012,Linguagens,Literatura,Pre-modernismo e vanguardas,Vanguardas europeias,Vanguardas europeias,Interpretar ruptura estetica e experimentacao nas vanguardas,medio,3,5,3d,media,1.0,1.1,content,true,true,Base das inovacoes modernistas.
LIT_013,Linguagens,Literatura,Modernismo,Primeira fase,Modernismo primeira fase,Relacionar ruptura formal manifestos e identidade nacional modernista,medio,3,5,4d,alta,1.1,1.2,content,true,true,Entrada do modernismo brasileiro.
LIT_014,Linguagens,Literatura,Modernismo,Segunda fase poesia,Modernismo segunda fase poesia,Interpretar aprofundamento estetico e social da poesia modernista,medio,3,5,4d,alta,1.1,1.2,content,true,true,Primeiro desdobramento da segunda fase.
LIT_015,Linguagens,Literatura,Modernismo,Segunda fase prosa,Modernismo segunda fase prosa,Relacionar regionalismo critica social e prosa de 30,medio,3,5,4d,alta,1.1,1.2,content,true,true,Segundo desdobramento da segunda fase.
LIT_016,Linguagens,Literatura,Modernismo,Terceira fase,Modernismo terceira fase,Interpretar densidade psicologica linguagem e experimentacao da geracao de 45,medio,3,5,4d,media,1.0,1.1,content,true,true,Fecha a trilha modernista.
LIT_017,Linguagens,Literatura,Contemporaneidade,Prosa contemporanea,Prosa contemporanea,Interpretar temas e formas da prosa contemporanea brasileira,medio,3,5,4d,media,1.0,1.1,content,true,true,Entrada da contemporaneidade literaria.
LIT_018,Linguagens,Literatura,Contemporaneidade,Poesia contemporanea,Poesia contemporanea,Relacionar mudancas esteticas recentes e caminhos da poesia contemporanea,medio,3,5,4d,media,1.0,1.1,content,true,true,Amplia a leitura do presente poetico.
LIT_019,Linguagens,Literatura,Contemporaneidade,Hoje em dia,Circulacao contemporanea da literatura,Relacionar producoes atuais e circulacao contemporanea da literatura,medio,3,5,4d,baixa,0.8,0.9,content,true,true,Fecha a trilha de atualizacao literaria.
LIT_020,Linguagens,Literatura,Literatura portuguesa,Dialogos lusofonos,Literatura portuguesa,Relacionar autores e movimentos portugueses mais cobrados,medio,3,5,4d,baixa,0.8,0.9,content,true,true,Complemento historico-literario final.
INT_014,Linguagens,Interpretacao de Texto,Teoria da comunicacao,Inferencia textual,Inferencia global e efeitos de sentido,Relacionar pistas do texto e contexto para inferir sentidos mais amplos,medio,3,5,2d,alta,1.2,1.2,content,true,true,Desdobra a leitura inferencial apos a base textual.
INT_015,Linguagens,Interpretacao de Texto,Tipos e generos textuais,Leitura comparada,Comparacao entre textos e textos de apoio,Relacionar textos de apoio comparacao de pontos de vista e sintese interpretativa,medio,3,5,3d,alta,1.2,1.2,content,true,true,Amplia a leitura comparativa frequente no ENEM.
INT_016,Linguagens,Interpretacao de Texto,Coesao e coerencia,Coerencia textual,Coerencia e progressao argumentativa,Relacionar coerencia interna progressao argumentativa e construcao global de sentido,medio,3,5,3d,alta,1.2,1.2,content,true,true,Fecha a leitura global do texto.
GRA_016,Linguagens,Gramatica,Classes do nome,Classes nominais,Adjetivo locucao adjetiva e flexoes,Relacionar qualificacao flexao e efeitos de sentido das classes nominais descritivas,medio,3,5,2d,alta,1.1,1.2,content,true,true,Desdobra a morfologia nominal.
GRA_017,Linguagens,Gramatica,Classes do verbo,Verbo,Vozes verbais e locucoes,Relacionar vozes verbais e locucoes a efeitos de sentido e estrutura da oracao,medio,3,5,2d,media,1.0,1.1,content,true,true,Complementa a morfologia verbal.
GRA_018,Linguagens,Gramatica,Regencia e crase,Crase,Crase e usos recorrentes,Aplicar criterios de crase em casos recorrentes e de maior incidencia,medio,3,5,3d,alta,1.1,1.2,content,true,true,Desdobra a sintaxe normativa depois da regencia.
INT_017,Linguagens,Interpretacao de Texto,Linguagem verbal e nao verbal,Leitura multimodal,Infografico grafico tabela e mapa,Interpretar relacao entre texto verbal dados visuais e organizacao multimodal,medio,3,5,3d,alta,1.1,1.2,content,true,true,Amplia a leitura de suportes frequentes no ENEM.
LIT_021,Linguagens,Literatura,Contemporaneidade,Prosa contemporanea,Temas e formas da prosa contemporanea,Relacionar temas recorrentes e estrategias formais da prosa contemporanea brasileira,medio,3,5,4d,media,1.0,1.1,content,true,true,Desdobra a entrada da contemporaneidade em prosa.
GEO_025,Humanas,Geografia,Atmosfera,Clima e atmosfera,Climogramas e tipos climaticos,Interpretar climogramas e comparar tipos climaticos com mais seguranca,medio,3,5,3d,alta,1.0,1.1,content,true,true,Desdobra a leitura grafica da climatologia.
GEO_026,Humanas,Geografia,Geologia,Relevo e estrutura terrestre,Relevo do Brasil,Relacionar formas de relevo brasileiras e processos de modelagem da superficie,medio,3,5,3d,media,1.0,1.1,content,true,true,Fecha a camada geologica com foco no relevo.
GEO_027,Humanas,Geografia,Biosfera,Paisagens naturais,Dominios morfoclimaticos do Brasil,Relacionar dominios naturais brasileiros e sua articulacao com clima e relevo,medio,3,5,3d,alta,1.1,1.2,content,true,true,Complementa a leitura dos biomas com foco brasileiro.
GEO_028,Humanas,Geografia,Espaco economico,Industria e infraestrutura,Transportes e circulacao,Relacionar infraestrutura transportes e integracao do territorio,medio,3,5,3d,media,1.0,1.1,content,true,true,Fecha a leitura economica da circulacao espacial.
GEO_029,Humanas,Geografia,Espacos mundiais,Regioes e potencias,Regionalizacao do Brasil,Interpretar regioes brasileiras e criterios de regionalizacao do territorio nacional,medio,3,5,4d,alta,1.0,1.1,content,true,true,Complementa a leitura regional com foco interno.
